Time,Outdoor,,,,,,,,Solar and UVI,,Rainfall,,,,,,,Wind,,,Pressure,,,
,Temperature(℃),Temperature Low(℃),Temperature High(℃),Feels Like(℃),Dew Point(℃),Humidity(%),Humidity Low(%),Humidity High(%),Solar(W/m²),UVI,Rain Rate(mm/hr),Daily(mm),Event(mm),Hourly(mm),Weekly(mm),Monthly(mm),Yearly(mm),Wind Speed(km/h),Wind Gust(km/h),Wind Direction(º),Relative(hPa),Relative Low(hPa),Relative High(hPa),Absolute(hPa)
2023-01-01 01:00:00,18.4,11,22.2,18.4,8.7,56,38,99,326.1,3,6,6.9,9.4,2.5,9.4,9.4,-,8.1,56.8,248,1020.3,1016.7,1024.3,1003.2
2023-01-02 01:00:00,9.2,3.1,13.5,9.2,7.2,88,58,99,288.8,2,16.8,26.6,33.5,0,33.5,33.5,-,1.1,11.1,155,1030.4,1022.7,1034.6,1013.3
2023-01-03 01:00:00,6.2,1.8,16.4,6.2,3.7,86,50,99,1064.9,10,1.8,0.3,33.5,0,33.8,33.8,-,1.2,7.2,172,1036,1033.6,1038.4,1018.9
2023-01-04 01:00:00,8.9,2.8,18.4,8.9,6.3,85,56,96,260.7,2,0,0,0,0,33.8,33.8,-,1.2,9.3,159,1038.4,1037.2,1039.7,1021.3
2023-01-05 01:00:00,8.7,3.7,17.9,8.7,6.6,88,60,99,303.1,2,0,0,0,0,33.8,33.8,-,1.2,9.3,175,1033.6,1030.6,1038.1,1016.5
2023-01-06 01:00:00,8.8,3.1,16.8,8.8,4.6,81,19,99,427.2,4,1.2,0.2,0.2,0,34,34,-,2.7,33.2,172,1027.5,1021.3,1031,1010.5
2023-01-07 01:00:00,13.3,9.9,16.6,13.3,7,68,29,99,282.4,2,3,2.6,2.8,0.2,0.2,36.8,-,13,58.7,209,1018.9,1016.8,1022.1,1001.8
2023-01-08 01:00:00,11.3,7.2,16.6,11.2,9.1,88,57,99,256.3,2,24,26.6,30,0.8,27.4,64,-,5.5,34.9,279,1015.7,1011.7,1021.5,998.6
2023-01-09 01:00:00,9.5,5,13.9,9.4,5.3,76,58,97,293.6,2,9,3.9,33.1,0,30.5,67.1,-,5,25.6,287,1028.4,1021.2,1033.2,1011.3
2023-01-10 01:00:00,10.4,2.9,18.1,10.4,5.9,76,52,97,272.8,2,0,0,33.1,0,30.5,67.1,-,3.3,34.9,160,1029.9,1026.7,1032.3,1012.8
2023-01-11 01:00:00,11.1,5.4,17.1,11.1,8.6,86,54,99,186.4,1,19.8,21.3,21.3,0,51.8,88.4,-,3,25.6,259,1033.4,1025.9,1037.1,1016.3
2023-01-12 01:00:00,7.7,2.9,13.8,7.7,6.2,91,72,99,308.4,3,1.2,0.2,21.5,0,52,88.6,-,1.2,9.3,149,1032.3,1029.9,1036,1015.2
2023-01-13 01:00:00,11.3,5.8,17.1,11.3,9.3,88,70,99,358.3,3,1.8,0.6,0.6,0,52.6,89.2,-,1.8,16.6,274,1031.9,1029.6,1034.1,1014.8
2023-01-14 01:00:00,15.8,6,19.9,15.8,6.5,55,41,99,290.2,2,1.2,0.2,0.2,0,0,89.4,-,8.2,38.5,211,1024.3,1019.8,1030,1007.4
2023-01-15 01:00:00,9.2,4.3,15.5,8.8,4.6,75,41,98,353.6,3,16.8,22.9,23.1,0.2,23.1,112.5,-,5.9,46,284,1025.4,1015,1029.7,1009
2023-01-16 01:00:00,9.8,8.3,14.6,9.1,8.2,91,61,99,32.4,0,21,125.9,153.7,4.9,153.7,243.1,-,7.5,43.9,295,1008.1,996.9,1015.6,991.7
2023-01-17 01:00:00,6.1,1.9,11.6,4,4.1,87,70,97,334,3,25.8,71.9,228.6,7.6,228.6,318,-,12,51.5,287,1002.2,997.6,1005.6,985.8
2023-01-18 01:00:00,3,0.4,5.8,2.4,2.2,95,75,99,223.8,2,21.6,50.3,263.9,4.6,276.1,365.5,-,3.6,34.9,15,1016,1004,1027.4,998.1
2023-01-19 01:00:00,7.9,2.5,11.9,7.5,6,88,71,99,131.9,1,38.4,57.9,65.5,0,329.4,418.8,-,7.4,49.7,286,1023.1,1016.5,1028.3,1002.4
2023-01-20 01:00:00,7.5,4.4,12.4,7.5,5.6,88,63,99,383.4,3,1.8,0.8,66.3,0,330.2,419.6,-,0.7,7.2,131,1030.9,1026.1,1032.7,1010.2
2023-01-21 01:00:00,4.1,-0.3,9.5,4.1,1.8,86,60,99,389.9,3,1.8,0.3,0.3,0,0,419.9,-,1.3,9.3,160,1035.8,1032.5,1039.5,1015.1
2023-01-22 01:00:00,2.5,-1.3,9.5,2.5,0.5,88,60,99,428.5,4,0,0,0,0,0,419.9,-,1.2,13,173,1041.1,1039,1042.6,1020.4
2023-01-23 01:00:00,3.7,1.2,5.1,3.7,3.3,97,94,99,38.2,0,4.8,11.4,11.6,0.2,11.6,431.5,-,0.4,5.5,169,1039.8,1038,1041.3,1019.1
2023-01-24 01:00:00,4.2,2.7,6,4.2,3.8,97,87,99,319.2,3,7.8,11.7,23.1,0,23.1,443,-,0.5,7.2,176,1039.9,1038.1,1041.7,1019.2
2023-01-25 01:00:00,5.1,2.9,7.4,5.1,4.3,95,76,99,105.8,1,4.2,4.8,23.1,0,27.9,447.8,-,0.5,7.2,149,1041,1038.3,1042.7,1020.3
2023-01-26 01:00:00,6.2,5.3,7.4,6.2,5.7,97,87,99,150,1,7.8,14,18.8,0,41.9,461.8,-,1.1,14.8,83,1034,1031.3,1038.4,1013.3
2023-01-27 01:00:00,5.6,3.8,8.4,5.5,4.7,94,72,99,469.3,4,15.6,25.9,45.9,1.2,69,488.9,5104.2,1.3,20.1,96,1033.6,1032,1035.5,1012.9
2023-01-28 01:00:00,4.6,3.1,6.9,4.6,4.2,97,87,99,229.4,2,7.2,19.8,64.5,0,0,507.5,5122.8,0.8,18.3,146,1036.8,1034.4,1039.4,1016.1
2023-01-29 01:00:00,5,3.3,8.1,5,3.5,91,64,99,380,3,3,2.8,67.3,0,2.8,510.3,5125.6,0.7,14.8,157,1039.3,1037.9,1040.8,1018.6
2023-01-30 01:00:00,4.7,0.9,10.5,4.7,2.6,88,58,99,399.1,3,0,0,67.3,0,2.8,510.3,5125.6,0.7,9.3,160,1041.4,1039.5,1043.4,1020.7
2023-01-31 01:00:00,6.6,3.1,12.4,6.6,4.6,87,62,98,459.4,4,0,0,0,0,2.8,0,5125.6,0.8,11.1,276,1042.4,1041.3,1044.1,1021.7
2023-02-01 01:00:00,8,4.8,13.1,8,6.7,92,71,99,336.2,3,3,2.3,1.6,0,5.1,2.3,5127.9,1,14.8,118,1042.2,1040.3,1043.4,1021.5
2023-02-02 01:00:00,6.7,1.1,13,6.6,3.4,81,60,99,350,3,0,0,1.6,0,5.1,2.3,5127.9,2.6,27.7,130,1042.4,1040.5,1044,1021.7
2023-02-03 01:00:00,4.6,-0.9,14.3,4.6,2.6,88,57,99,348.3,3,0,0,0,0,5.1,2.3,5127.9,1.3,13,161,1043.8,1042,1045.4,1023.1
2023-02-04 01:00:00,5.5,-1.2,12.5,5.5,3.3,87,66,99,374.7,3,1.2,0.2,0.2,0,0,2.5,5128.1,1.4,14.8,154,1046.3,1044.3,1049.3,1025.6
2023-02-05 01:00:00,7.9,6.4,10.2,7.9,6.3,90,77,97,128,1,0,0,0,0,0,2.5,5128.1,0.4,7.2,123,1048,1045.6,1050.2,1027.3
2023-02-06 01:00:00,6,-0.2,10.6,5.9,3.4,85,62,97,418.1,4,0,0,0,0,0,2.5,5128.1,1.7,16.6,135,1041,1037.7,1045.7,1020.3
2023-02-07 01:00:00,3.3,-1,8.6,3.3,2.1,92,72,99,465.9,4,6,2.3,2.3,0,2.3,4.8,5130.4,1.6,20.1,151,1035.3,1032.5,1037.9,1014.6
2023-02-08 01:00:00,5.7,-0.2,13.8,5.7,3.7,88,66,99,354.4,3,1.8,0.3,2.6,0,2.6,5.1,5130.7,1.7,13,136,1037.3,1035.5,1039.7,1016.6
2023-02-09 01:00:00,4.7,-0.7,13.6,4.7,2.4,86,52,99,473.2,4,0,0,0,0,2.6,5.1,5130.7,1.3,11.1,160,1043,1039.3,1046.5,1022.3
2023-02-10 01:00:00,4.6,-1.3,14.6,4.6,1.6,83,45,99,390.4,3,1.2,0.2,0.2,0,2.8,5.3,5130.9,1.7,13,157,1044.8,1042.4,1046.7,1024.1
2023-02-11 01:00:00,5.9,-1.7,17.4,5.9,0.1,71,34,97,407.2,3,0,0,0,0,0,5.3,5130.9,1.8,11.1,163,1039,1036.1,1042.9,1018.3
2023-02-12 01:00:00,10.4,3.5,18.3,10.3,0.8,54,32,84,397.4,3,0,0,0,0,0,5.3,5130.9,3,21.9,114,1037.8,1035.9,1039.3,1017.1
2023-02-13 01:00:00,12.8,3.1,19.7,12.8,3.4,54,36,84,421.6,4,0,0,0,0,0,5.3,5130.9,3.2,23.8,129,1038.2,1036.6,1039.9,1017.5
2023-02-14 01:00:00,15.6,11.5,19.6,15.6,2.3,41,33,56,421.6,4,0,0,0,0,0,5.3,5130.9,5.9,33.2,189,1033.8,1031.1,1037.3,1013.1
2023-02-15 01:00:00,12.3,4.9,19.1,12.3,4.3,61,37,88,424.3,4,0,0,0,0,0,5.3,5130.9,3.8,31.4,188,1035.2,1031.8,1038.4,1014.5
2023-02-16 01:00:00,8.7,2.4,18,8.7,5.1,80,51,98,427.2,4,0,0,0,0,0,5.3,5130.9,1.6,16.6,153,1039.2,1037.5,1040.9,1018.5
2023-02-17 01:00:00,9,2.5,19.7,9,6.3,85,55,99,442,4,0,0,0,0,0,5.3,5130.9,1.6,14.8,163,1039.9,1037.9,1041.7,1019.2
2023-02-18 01:00:00,9.3,3,17.5,9.3,6.8,86,51,98,481.5,4,0,0,0,0,0,5.3,5130.9,1.7,13,148,1037.6,1035.4,1039.1,1016.9
2023-02-19 01:00:00,10.5,5.7,16.2,10.5,9,91,74,99,477.1,4,0,0,0,0,0,5.3,5130.9,1.6,14.8,126,1037.7,1035.5,1040,1017
2023-02-20 01:00:00,12.2,3.9,22.2,12.2,9.4,85,47,99,478.8,4,0,0,0,0,0,5.3,5130.9,1,7.2,171,1030.8,1026.9,1036.1,1010.1
2023-02-21 01:00:00,12,7.7,17.2,12,9.3,85,60,95,366.5,3,0,0,0,0,0,5.3,5130.9,1.2,9.3,132,1027.3,1026.1,1028.4,1006.6
2023-02-22 01:00:00,10.7,7.4,13.4,10.7,9.3,92,71,99,179.1,1,21.6,35.8,40.1,4.6,40.4,45.7,5171.3,2.4,20.1,314,1027.4,1025.7,1028.8,1006.6
2023-02-23 01:00:00,4.2,3,7.4,4.1,3.8,97,92,99,172.1,1,10.8,60.2,96.7,1,97,102.3,5227.9,1.8,16.6,322,1023.1,1020.5,1026.7,1002.4
2023-02-24 01:00:00,7.3,0.9,12.6,7.1,2.8,76,49,99,518.8,5,3.6,2.3,98,0,98.3,103.6,5229.2,3.2,20.1,249,1017.7,1015.1,1021.2,997
2023-02-25 01:00:00,7.5,5.1,11.5,7.5,5.2,86,67,99,276.2,2,3,2,100,0,0,105.6,5231.2,1.1,11.1,130,1015.6,1013.5,1019.5,994.9
2023-02-26 01:00:00,6.2,4.3,9.3,6.1,2.9,81,54,99,456.3,4,7.2,3.9,103.9,0,3.9,109.5,5235.1,1.6,21.9,43,1024.1,1018.9,1028.7,1003.4
2023-02-27 01:00:00,4.1,2.6,6.5,3.9,-0.5,73,54,96,426.3,4,1.2,0.2,103.9,0,4.1,109.7,5235.3,1.7,20.1,249,1029.8,1027.6,1033.8,1009.1
2023-02-28 01:00:00,4.4,2.1,7.7,4.4,1.2,81,55,99,343,3,1.8,0.8,0.5,0,4.9,110.5,5236.1,1.3,13,137,1034.5,1033,1035.9,1013.8
2023-03-01 01:00:00,3.6,1,6.9,3.6,1.7,88,69,98,540,5,6,4,4,0,8.9,114.5,5240.1,0.9,9.3,140,1030.3,1028.3,1033.9,1009.6
2023-03-02 01:00:00,5.8,2.3,8.7,5.7,3.4,86,62,98,162.2,1,1.8,0.5,4,0,9.4,115,5240.6,1.5,13,161,1031.4,1029.7,1033.2,1010.7
2023-03-03 01:00:00,6.6,5,8.6,6.5,5,90,72,99,94.9,0,3,3.9,3.9,0,13.3,118.9,5244.5,1.2,13,321,1032.5,1031.4,1034,1011.8
2023-03-04 01:00:00,6.7,0.7,11.8,6.7,4.8,89,61,99,329.2,3,0,0,3.9,0,0,118.9,5244.5,1,7.2,165,1032.2,1030.2,1034.2,1011.5
2023-03-05 01:00:00,5.4,-1.3,14.6,5.4,2.8,85,58,99,522.7,5,1.2,0.2,0.2,0,0.2,119.1,5244.7,1.5,13,160,1025.2,1021.2,1030.5,1004.5
2023-03-06 01:00:00,7.5,1.7,14.6,7.5,5.3,88,62,99,622.9,6,0,0,0,0,0.2,119.1,5244.7,1.2,13,165,1020.2,1016.4,1022.7,999.5
2023-03-07 01:00:00,12,4.1,17.3,12,8.2,78,56,99,397.4,3,0,0,0,0,0.2,119.1,5244.7,4.5,40.4,289,1014.8,1011.3,1018,994.2
2023-03-08 01:00:00,16.9,9.4,21.5,16.9,10.3,67,52,96,469.8,4,0,0,0,0,0.2,119.1,5244.7,11,55,202,1013.1,1010.6,1016.9,992.4
2023-03-09 01:00:00,15.1,8,20.9,15.1,8.2,65,44,97,646.8,6,0,0,0,0,0.2,119.1,5244.7,7.4,42.2,201,1016.2,1013.9,1020.5,995.5
2023-03-10 01:00:00,16.2,8.2,22.6,16.2,9.4,66,44,89,519.7,5,0,0,0,0,0.2,119.1,5244.7,3.2,27.7,272,1024,1020.1,1026.4,1003.3
2023-03-11 01:00:00,14.5,11.2,18.5,14.5,12.2,87,61,99,521.4,5,9.6,17.8,18.8,1.3,1.3,138.2,5263.8,1.9,16.6,7,1026.5,1023.4,1029.8,1005.8
2023-03-12 01:00:00,17.3,13,23.3,17.3,14.1,84,41,99,715.3,6,4.8,4.1,21.6,0,4.1,141,5266.6,2.6,34.9,171,1026.2,1020.9,1029.9,1005.5
2023-03-13 01:00:00,17.3,8.8,22.5,17.3,8.2,59,31,96,700.1,6,13.8,8.1,21.6,0,12.2,149.1,5274.7,8.8,46,210,1018.7,1014.3,1024.5,998
2023-03-14 01:00:00,12.4,9.8,15.8,12.4,7.2,71,54,88,715.8,6,1.8,0.5,8.6,0,12.7,149.6,5275.2,5.3,29.5,319,1029.3,1024.3,1032,1008.6
2023-03-15 01:00:00,13.2,7.3,20.3,13.2,9.3,78,58,96,589.9,5,0,0,0,0,12.7,149.6,5275.2,1.7,14.8,148,1025.8,1019.4,1031.2,1005.1
2023-03-16 01:00:00,18.8,7.7,26.5,18.8,6.4,50,24,92,426,4,0,0,0,0,12.7,149.6,5275.2,5.8,36.7,200,1015.5,1012.6,1019.7,994.8
2023-03-17 01:00:00,14.1,8.5,21,14.1,8.4,73,39,99,600.3,5,7.8,1.8,1.8,0,14.5,151.4,5277,5.9,48,164,1016.8,1014.8,1019.8,996.1
2023-03-18 01:00:00,13.3,10.7,17.5,13.3,8.1,73,48,96,628.6,6,9.6,8.1,10.7,0.8,0.8,160.3,5285.9,5.5,29.5,284,1023.2,1018.7,1029.1,1002.5
2023-03-19 01:00:00,10.9,5.8,15.4,10.9,9.4,91,71,99,847.7,8,10.8,14.2,24.1,0,14.2,173.7,5299.3,3.6,25.6,311,1031.8,1028.9,1033.6,1011.1
2023-03-20 01:00:00,11,2.8,21.6,11,7.7,83,42,99,611.2,5,1.8,0.3,24.4,0,14.5,174,5299.6,1.6,11.1,174,1028.9,1025.8,1032.6,1008.2
2023-03-21 01:00:00,11.2,5.5,17.4,11.2,8.8,86,64,99,729.6,14,0,0,0,0,14.5,174,5299.6,1.6,13,143,1027.4,1024.1,1029.2,1006.7
2023-03-22 01:00:00,13.8,6.2,22.1,13.8,9,78,28,99,570.8,5,0,0,0,0,14.5,174,5299.6,2.1,23.8,168,1021.3,1018.2,1024.4,1000.6
2023-03-23 01:00:00,17.6,8.9,22.6,17.6,7.6,55,35,89,418.1,4,0,0,0,0,14.5,174,5299.6,8.6,43.9,209,1018,1015.6,1020,997.3
2023-03-24 01:00:00,13,6.5,19.4,13,8.5,76,48,98,745.6,7,3,2.3,2.3,0,16.8,176.3,5301.9,2.9,29.5,342,1026.1,1018.1,1031.3,1005.4
2023-03-25 01:00:00,12.9,5.4,21.2,12.9,8,75,37,97,818.1,14,1.8,0.7,2.3,0.7,0.7,177,5302.6,2.7,34.9,210,1027.2,1021.2,1031.6,1006.5
2023-03-26 01:00:00,12.7,10,16.3,12.7,8.5,78,47,98,1350.5,14,9,6.6,6.6,0,6.6,182.9,5308.5,8.2,49.7,317,1029.5,1025.5,1035,1008.8
2023-03-27 01:00:00,10.7,4.6,16.9,10.7,7.6,83,52,99,811.6,7,10.8,4,10.6,0,10.6,186.9,5312.5,1.8,21.9,146,1033.4,1030.6,1035.2,1012.7
2023-03-28 01:00:00,16.5,4.3,28,16.5,7.8,63,26,99,644.6,6,0,0,10.6,0,10.6,186.9,5312.5,2.1,25.6,157,1027.8,1025.6,1030.8,1007.1
2023-03-29 01:00:00,23.7,12,28.3,23.7,5.8,35,21,81,643.2,14,0,0,0,0,10.6,186.9,5312.5,7.5,51.5,203,1024.2,1020.7,1026.9,1003.5
2023-03-30 01:00:00,17.9,9.2,24.2,17.9,9.3,61,37,94,686.2,6,0,0,0,0,10.6,186.9,5312.5,6.3,43.9,172,1025.4,1021.2,1029.3,1004.7
2023-03-31 01:00:00,14,11.4,19.4,14,9.5,75,47,89,409.9,4,0,0,0,0,10.6,0,5312.5,4.2,27.7,322,1027.9,1023.2,1031.3,1007.2
2023-04-01 01:00:00,11.2,8.3,13.1,11.1,8,81,64,93,344,3,15.6,7.9,8.4,0.5,0.5,8.4,5320.9,6.8,33.2,315,1031,1029.3,1034.2,1010.3
2023-04-02 01:00:00,9.9,5.7,12.9,9.8,7.6,86,66,97,852.4,8,9,6.6,14.5,0,6.6,14.5,5327,4.4,29.5,331,1036.3,1033.8,1037.7,1015.6
2023-04-03 01:00:00,9.5,2.3,16.8,9.5,6.3,82,54,99,668.9,6,0,0,14.5,0,6.6,14.5,5327,2.5,20.1,154,1029.7,1025.4,1035.7,1009
2023-04-04 01:00:00,9,1.6,15.2,9,6.1,83,60,98,846.7,8,0,0,0,0,6.6,14.5,5327,1.3,13,161,1029.9,1027,1032.6,1009.2
2023-04-05 01:00:00,7.9,-1.5,18.4,7.9,4.2,80,46,99,666.7,6,1.8,0.3,0.3,0,6.9,14.8,5327.3,1.4,11.1,167,1029.9,1027.8,1032.3,1009.2
2023-04-06 01:00:00,9.4,1.3,19,9.4,5.5,80,41,99,750.4,7,0,0,0,0,6.9,14.8,5327.3,1.6,14.8,169,1029.3,1028.2,1030.8,1008.6
2023-04-07 01:00:00,11.2,2,22.2,11.2,7.3,80,52,99,691.9,6,0,0,0,0,6.9,14.8,5327.3,1.6,13,166,1024.6,1021.8,1028.4,1003.9
2023-04-08 01:00:00,13.4,4.3,24.3,13.4,8.5,76,39,99,692.3,6,0,0,0,0,0,14.8,5327.3,1.4,11.1,176,1025,1023.6,1026.8,1004.3
2023-04-09 01:00:00,13.4,6,22.2,13.4,6.5,67,36,94,633.7,6,0,0,0,0,0,14.8,5327.3,3.3,21.9,202,1028.1,1024.7,1031.5,1007.3
2023-04-10 01:00:00,13.5,5,20.3,13.5,9.4,78,49,98,726.2,7,3,1,1,1,1,15.8,5328.3,2.9,16.6,274,1032.5,1030,1034.7,1011.8
2023-04-11 01:00:00,13.2,7.6,16.9,13.2,11.4,90,72,99,696.7,6,3,2,2,0,2,16.8,5329.3,1.1,9.3,166,1029,1022.4,1034.8,1008.3
2023-04-12 01:00:00,9.2,6.5,12.2,9.1,7.7,90,73,99,356.5,3,12,25.1,25.9,0.8,27.9,42.7,5355.2,4,25.6,300,1024.5,1019.6,1028.4,1003.8
2023-04-13 01:00:00,10.1,6.4,12.9,10.1,6,76,57,97,684.5,6,7.8,7.1,32.2,0,34.2,49,5361.5,5.2,33.2,338,1026.6,1024.9,1028.2,1005.9
2023-04-14 01:00:00,12.9,9,16.1,12.9,10.2,84,72,97,896.6,8,6,5.1,37.3,0,39.3,54.1,5366.6,6.5,38.5,309,1024.5,1021.2,1029.6,1003.8
2023-04-15 01:00:00,12.4,11.3,13.4,12.4,10.6,89,79,98,339.6,3,9,5.4,42.7,0,0,59.5,5372,5.1,23.8,323,1032.8,1028.9,1035.6,1012.1
2023-04-16 01:00:00,12.4,4.5,18.6,12.4,9,82,40,99,804.2,7,0,0,42.7,0,0,59.5,5372,1.6,16.6,144,1029.5,1019.9,1035.3,1012
2023-04-17 01:00:00,11.8,4.5,17.9,11.8,6.5,72,43,99,731.8,7,0,0,0,0,0,59.5,5372,2.5,21.9,140,1018.7,1017,1020.3,1008.2
2023-04-18 01:00:00,10.9,4.3,17.7,10.9,8.1,84,57,99,811.2,7,0,0,0,0,0,59.5,5372,1.9,21.9,174,1014.1,1011.5,1017.8,1003.6
2023-04-19 01:00:00,13,4.3,23,13,9.4,82,50,99,821.6,7,0,0,0,0,0,59.5,5372,1.7,13,203,1014.9,1007.9,1024,999.3
2023-04-20 01:00:00,13.4,7,20.6,13.4,11.1,87,64,99,752.1,7,0,0,0,0,0,59.5,5372,1.8,14.8,295,1021.3,1019.6,1023,998
2023-04-21 01:00:00,14.1,9.8,21.2,14.1,11.4,84,66,97,691.9,6,0,0,0,0,0,59.5,5372,2.6,29.5,278,1016.1,1011.8,1020,992.8
2023-04-22 01:00:00,14.1,8.3,20.8,14.1,9.7,78,46,99,958.3,9,3,2,2,0,0,61.5,5374,1.4,16.6,168,1021.4,1017.9,1023.1,998.1
2023-04-23 01:00:00,14.4,11.7,18.7,14.4,11.3,84,46,97,984.3,9,7.8,15,15,0,15,76.5,5389,2.1,23.8,277,1024.8,1019.7,1029.3,1001.5
2023-04-24 01:00:00,15,11.7,20.5,15,12.7,87,68,98,814.6,7,0,0,15,0,15,76.5,5389,1.5,16.6,359,1028.3,1026.9,1029,1005
2023-04-25 01:00:00,16.4,12.6,22,16.4,14.3,88,63,99,892.3,8,1.8,0.8,0.8,0,15.8,77.3,5389.8,1.2,13,222,1027.4,1026.3,1028.5,1004.1
2023-04-26 01:00:00,17.9,14.6,23.7,17.9,15.9,89,71,99,944,9,1.2,0.2,0.2,0,16,77.5,5390,0.7,9.3,166,1027.1,1025.7,1028.4,1003.8
2023-04-27 01:00:00,18,11.6,26.7,18,15.7,87,56,99,1023.7,9,0,0,0,0,16,77.5,5390,1.4,9.3,228,1025.2,1024.1,1028,1001.9
2023-04-28 01:00:00,14.8,11.7,19.6,14.8,14.1,96,85,99,796.4,7,1.8,0.3,0.3,0,16.3,77.8,5390.3,2.7,18.3,278,1025.8,1023.1,1029.3,1002.5
2023-04-29 01:00:00,15.5,13.7,18.4,15.5,14.7,95,85,99,331.4,3,3,1.5,1.6,0.3,0.3,79.6,5392.1,1.6,9.3,315,1030.5,1027.7,1033.5,1007.2
