Fecha,Temperatura Exterior (°C),Humedad Exterior (%),Sensación Térmica (°C),Velocidad del Viento (km/h),Dirección del Viento (°),Presión Relativa (hPa),Tasa de Precipitación (mm/h),Radiación Solar (W/m²),Índice UV
2024-12-12 16:55:00,10.44,83.0,10.44,0.0,187.0,1021.0,0.0,21.6,0.0
2024-12-12 17:00:00,10.33,83.0,10.33,0.0,187.0,1021.0,0.0,18.1,0.0
2024-12-12 17:05:00,10.06,85.0,10.06,0.0,180.0,1021.0,0.0,14.3,0.0
2024-12-12 17:10:00,9.67,87.0,9.67,0.0,151.0,1021.0,0.0,10.4,0.0
2024-12-12 17:15:00,9.39,87.0,9.39,0.0,148.0,1021.0,0.0,9.5,0.0
2024-12-12 17:20:00,9.17,88.0,9.17,0.0,148.0,1021.0,0.0,7.3,0.0
2024-12-12 17:25:00,8.89,90.0,8.89,0.0,148.0,1021.0,0.0,5.1,0.0
2024-12-12 17:30:00,8.5,91.0,8.5,0.0,148.0,1021.0,0.0,3.8,0.0
2024-12-12 17:35:00,8.17,92.0,8.17,0.0,149.0,1021.0,0.0,2.9,0.0
2024-12-12 17:40:00,7.78,92.0,7.78,0.0,147.0,1021.0,0.0,0.0,0.0
2024-12-12 17:45:00,7.61,93.0,7.61,0.0,158.0,1021.0,0.0,0.4,0.0
2024-12-12 17:50:00,7.39,93.0,7.39,0.0,157.0,1021.0,0.0,0.0,0.0
2024-12-12 17:55:00,7.06,94.0,7.06,0.0,170.0,1021.34,0.0,0.0,0.0
2024-12-12 18:00:00,6.89,95.0,6.89,0.0,145.0,1021.0,0.0,0.0,0.0
2024-12-12 18:05:00,6.83,95.0,6.83,0.0,153.0,1021.34,0.0,0.0,0.0
2024-12-12 18:10:00,6.33,95.0,6.33,0.0,172.0,1021.34,0.0,0.0,0.0
2024-12-12 18:15:00,6.22,96.0,6.22,0.48,138.0,1021.34,0.0,0.0,0.0
2024-12-12 18:20:00,6.33,96.0,6.33,1.77,149.0,1021.34,0.0,0.0,0.0
